id,name,x,y,lon,lat,context
14249,古籍书店,12955718.7835307,4850748.781399385,116.383202,39.895366,"琉璃厂西街的古籍书店，藏书丰富，适合喜欢阅读历史文化书籍的人。 Integration of POI data via the Amap API. Address: 琉璃厂西街34号 Coordinates: 39.895366, 116.383202 Category: 购物服务;专卖店;书店"
14250,慈善超市,12966665.719616326,4863085.026657014,116.48154,39.980335,"将台路附近的慈善超市，购物同时支持慈善事业，体现社会责任。 Integration of POI data via the Amap API. Address: 将台路与丽都商圈绿道交叉口北260米 Coordinates: 39.980335, 116.481540 Category: 购物服务;超级市场;超市"
14251,浦东美术馆,13524907.36246171,3663711.672555379,121.49631,31.238115,"位于滨江大道，展示各种艺术作品，是欣赏艺术的好地方。 Integration of POI data via the Amap API. Address: 滨江大道2777号 Coordinates: 31.238115, 121.496310 Category: 科教文化服务;美术馆;美术馆"
14252,上海大剧院,13522181.704729635,3662577.073099172,121.471825,31.2294,"人民大道上的大剧院，演出精彩的音乐剧和戏剧，是享受表演艺术的好场所。 Integration of POI data via the Amap API. Address: 人民大道300号 Coordinates: 31.229400, 121.471825 Category: 体育休闲服务;影剧院;剧场"
14253,云峰剧院,13518974.701519374,3662166.481941412,121.443016,31.226246,"静安寺附近的云峰剧院，演出多样化的节目，是欣赏文艺表演的好去处。 Integration of POI data via the Amap API. Address: 北京西路1700(静安寺地铁站1号口步行440米) Coordinates: 31.226246, 121.443016 Category: 体育休闲服务;影剧院;剧场"
14254,复兴公园,12736436.752508514,4387434.397134023,114.413358,36.628386,"西环路的复兴公园，环境优美适合散步和休闲，是放松身心的好地方。 Integration of POI data via the Amap API. Address: 西环路齐村少年宫 Coordinates: 36.628386, 114.413358 Category: 风景名胜;风景名胜;风景名胜"
14255,花园饭店,12954411.781389292,4862623.6425669845,116.371461,39.977159,"位于花园东路的花园饭店，提供精致的中餐，是品尝美食的好选择。 Integration of POI data via the Amap API. Address: 花园东路30号花园饭店1层 Coordinates: 39.977159, 116.371461 Category: 餐饮服务;中餐厅;中餐厅"
14256,思南公馆,13521862.329110552,3660638.6668415,121.468956,31.214509,"复兴中路的思南公馆，具有独特的建筑风格，适合文艺爱好者探访。 Integration of POI data via the Amap API. Address: 复兴中路509号 Coordinates: 31.214509, 121.468956 Category: 商务住宅;商务住宅相关;商务住宅相关"
14257,兴国宾馆,12841967.295822063,3040164.862033469,115.361355,26.331242,"凤凰大道上的兴国宾馆，四星级服务设施完善，是舒适住宿的好地方。 Integration of POI data via the Amap API. Address: 凤凰大道188号 Coordinates: 26.331242, 115.361355 Category: 住宿服务;宾馆酒店;四星级宾馆"
14258,抓鱼夕文响音乐博物馆,12965315.748151476,4852375.721618239,116.469413,39.906578,"郎园vintage北门的抓鱼夕文响音乐博物馆，收藏丰富的音乐资料，是音乐爱好者的好去处。 Integration of POI data via the Amap API. Address: 郎园vintage北门18C Coordinates: 39.906578, 116.469413 Category: 购物服务;专卖店;书店"
14259,上剧场,13518648.090133388,3657825.6504813866,121.440082,31.192895,"美罗城内的上剧场，演出丰富多样的节目，是欣赏表演艺术的好场所。 Integration of POI data via the Amap API. Address: 肇嘉浜路1111号美罗城5层(地铁1号线徐家汇站10号出口) Coordinates: 31.192895, 121.440082 Category: 体育休闲服务;影剧院;剧场"
14260,上海气象博物馆,13518218.062940452,3657469.221304767,121.436219,31.190156,"位于徐家汇附近的上海气象博物馆，展示气象知识和历史，是了解气象科学的好地方。 Integration of POI data via the Amap API. Address: 蒲西路166号(徐家汇地铁站出入口步行150米) Coordinates: 31.190156, 121.436219 Category: 科教文化服务;博物馆;博物馆"
14261,上海世博园,13523332.302986477,3658020.3310142,121.482161,31.194391,"蒙自路上的上海世博园，展示世界各国文化和科技成果，是开阔视野的好去处。 Integration of POI data via the Amap API. Address: 蒙自路818号 Coordinates: 31.194391, 121.482161 Category: 科教文化服务;博物馆;博物馆"
14262,电影博物馆,12970996.60440564,4865416.971459959,116.520445,39.996385,"草场地南影路的电影博物馆，展示电影发展历史和珍贵藏品，是了解电影文化的好地方。 Integration of POI data via the Amap API. Address: 草场地南影路9号 Coordinates: 39.996385, 116.520445 Category: 科教文化服务;博物馆;博物馆"
14263,中华艺术宫,13524732.590861164,3656712.152589694,121.49474,31.184338,"上南路的中华艺术宫，展示中国传统艺术和文化，是领略艺术魅力的好去处。 Integration of POI data via the Amap API. Address: 上南路205号 Coordinates: 31.184338, 121.494740 Category: 科教文化服务;博物馆;博物馆"
14264,西岸美术馆,13521292.929915143,3654545.0436136047,121.463841,31.167682,"龙腾大道上的西岸美术馆，展示当代艺术作品，是欣赏艺术的好地方。 Integration of POI data via the Amap API. Address: 龙腾大道2600号 Coordinates: 31.167682, 121.463841 Category: 科教文化服务;美术馆;美术馆"
14265,龙华寺,13519957.207345117,3655519.7791358912,121.451842,31.175174,"龙华路附近的龙华寺，历史悠久的寺庙，适合寻找宁静和信仰的人。 Integration of POI data via the Amap API. Address: 龙华路2853号(近龙华西路) Coordinates: 31.175174, 121.451842 Category: 风景名胜;风景名胜;寺庙道观"
14266,Kubrick书店,12961849.036569191,4858676.169551697,116.438271,39.94998,"当代MOMA内的Kubrick书店，提供丰富的书籍和舒适的阅读环境，是阅读爱好者的好去处。 Integration of POI data via the Amap API. Address: 东直门香河园路1号北区当代MOMA内 Coordinates: 39.949980, 116.438271 Category: 购物服务;专卖店;书店|餐饮服务;咖啡厅;咖啡厅"
14267,南京路步行街,13523035.413904533,3663434.099369491,121.479494,31.235983,"南京路步行街是上海最繁华的购物街，汇聚了众多国际品牌和美食，适合购物和休闲。 Integration of POI data via the Amap API. Address: 南京东路558号 Coordinates: 31.235983, 121.479494 Category: 购物服务;购物相关场所;购物相关场所"
14268,外滩,13524441.713031722,3663112.919077634,121.492127,31.233516,"外滩是上海的标志性景点，拥有壮观的城市天际线和历史建筑，夜景尤为迷人，适合漫步观赏。 Integration of POI data via the Amap API. Address: 中山东一路49号 Coordinates: 31.233516, 121.492127 Category: 风景名胜;风景名胜;风景名胜"
14269,上海迪士尼,13543908.820303688,3651132.3853622414,121.667003,31.141447,"上海迪士尼是一个梦幻的游乐场，提供丰富的游乐设施和精彩的表演，适合家庭游客。 Integration of POI data via the Amap API. Address: 川沙新镇黄赵路310号(迪士尼地铁站1号口步行300米) Coordinates: 31.141447, 121.667003 Category: 体育休闲服务;休闲场所;游乐场|风景名胜;风景名胜相关;旅游景点"
14270,城隍庙,13524479.450339103,3662118.7063713945,121.492466,31.225879,"城隍庙是一个历史悠久的庙宇，周围有传统小吃和手工艺品，适合体验当地文化。 Integration of POI data via the Amap API. Address: 方浜中路249号 Coordinates: 31.225879, 121.492466 Category: 风景名胜;风景名胜;寺庙道观"
14271,豫园,13524482.901243316,3662357.5860767583,121.492497,31.227714,"豫园是一个典雅的古典园林，拥有精美的建筑和丰富的文化底蕴，是放松心情的好去处。 Integration of POI data via the Amap API. Address: 福佑路168号 Coordinates: 31.227714, 121.492497 Category: 风景名胜;风景名胜;国家级景点"
14272,陆家嘴,13525596.430109724,3663568.458590918,121.5025,31.237015,"陆家嘴是上海的金融中心，现代建筑群令人惊叹，适合拍照和欣赏城市风貌。 Integration of POI data via the Amap API. Address: 浦东新区 Coordinates: 31.237015, 121.502500 Category: 地名地址信息;热点地名;热点地名"
14273,田子坊,13521829.60118026,3659817.106948776,121.468662,31.208197,"田子坊是一个充满艺术气息的特色商业街，拥有独立设计师店铺和咖啡馆，适合闲逛。 Integration of POI data via the Amap API. Address: 泰康路210号(打浦桥地铁站1号口旁) Coordinates: 31.208197, 121.468662 Category: 购物服务;特色商业街;特色商业街"
14274,东方明珠,13525286.739286335,3663918.42438383,121.499718,31.239703,"东方明珠是上海的地标性建筑，提供观景平台，俯瞰城市全景，适合拍照留念。 Integration of POI data via the Amap API. Address: 世纪大道1号(陆家嘴地铁站1号入口步行220米) Coordinates: 31.239703, 121.499718 Category: 风景名胜;风景名胜;国家级景点"
14275,武康路,13518548.347869638,3660486.767843162,121.439186,31.213342,"武康路是一条充满历史感的街道，拥有许多老洋房，适合散步和拍照。 Integration of POI data via the Amap API. Address: 长宁区 Coordinates: 31.213342, 121.439186 Category: 地名地址信息;交通地名;道路名"
14276,新天地,12927066.70507338,4852092.88886549,116.125816,39.904629,"新天地是一个时尚的休闲区，融合了历史建筑与现代商业，适合社交和用餐。 Integration of POI data via the Amap API. Address: 金沙西街19院(上岸地铁站出入口步行330米) Coordinates: 39.904629, 116.125816 Category: 商务住宅;住宅区;住宅小区"
14277,上海科技馆,13529922.082882969,3661107.9125210694,121.541358,31.218114,"上海科技馆展示了丰富的科技展览，适合家庭游客，寓教于乐。 Integration of POI data via the Amap API. Address: 世纪大道2000号 Coordinates: 31.218114, 121.541358 Category: 科教文化服务;科技馆;科技馆"
14278,龙华寺,13519957.207345117,3655519.7791358912,121.451842,31.175174,"龙华寺是上海著名的佛教寺庙，环境宁静，适合静心和参拜。 Integration of POI data via the Amap API. Address: 龙华路2853号(近龙华西路) Coordinates: 31.175174, 121.451842 Category: 风景名胜;风景名胜;寺庙道观"
14279,上海博物馆,13522590.469899831,3662425.2803516896,121.475497,31.228234,"上海博物馆位于人民广场，收藏丰富的中国古代艺术品，是了解中华文明的重要场所。 Integration of POI data via the Amap API. Address: 人民大道201号 Coordinates: 31.228234, 121.475497 Category: 科教文化服务;博物馆;博物馆"
14280,上海野生动物园,13550008.01520425,3639937.7933883937,121.721793,31.055337,"上海野生动物园是一个大型动物园，适合家庭游客，提供近距离观察动物的机会。 Integration of POI data via the Amap API. Address: 南六公路178号 Coordinates: 31.055337, 121.721793 Category: 风景名胜;公园广场;动物园"
14281,上海植物园,13519115.298036247,3651913.434568932,121.444279,31.147452,"上海植物园拥有丰富的植物种类和美丽的景观，适合散步和拍照。 Integration of POI data via the Amap API. Address: 龙吴路1111号 Coordinates: 31.147452, 121.444279 Category: 风景名胜;公园广场;植物园"
14282,外白渡桥,13524211.615644254,3664334.151899993,121.49006,31.242896,"外白渡桥是上海的历史桥梁，连接黄浦江两岸，适合拍照和欣赏江景。 Integration of POI data via the Amap API. Address: 北苏州路111号 Coordinates: 31.242896, 121.490060 Category: 风景名胜;风景名胜;省级景点|地名地址信息;交通地名;桥"
14283,上海海洋水族馆,13525528.9704983,3664058.257250728,121.501894,31.240777,"上海海洋水族馆展示了丰富的海洋生物，适合家庭游客，寓教于乐。 Integration of POI data via the Amap API. Address: 陆家嘴环路1388号 Coordinates: 31.240777, 121.501894 Category: 风景名胜;公园广场;水族馆"
14284,徐家汇天主教堂,13518204.704601558,3657600.392288449,121.436099,31.191164,"徐家汇天主教堂是一座宏伟的教堂，建筑风格独特，适合参观和拍照。 Integration of POI data via the Amap API. Address: 浦西路158(徐家汇地铁站8号口步行170米) Coordinates: 31.191164, 121.436099 Category: 风景名胜;风景名胜;教堂"
14285,思南公馆,13521862.329110552,3660638.6668415,121.468956,31.214509,"思南公馆是一个优雅的历史建筑群，适合散步和体验上海的历史文化。 Integration of POI data via the Amap API. Address: 复兴中路509号 Coordinates: 31.214509, 121.468956 Category: 商务住宅;商务住宅相关;商务住宅相关"
14286,上海海昌海洋公园,13570479.892200116,3621410.6606064793,121.905695,30.912653,"上海海昌海洋公园是一个大型水族馆和游乐场，适合家庭游客，提供丰富的娱乐体验。 Integration of POI data via the Amap API. Address: 南汇新城镇银飞路166号 Coordinates: 30.912653, 121.905695 Category: 风景名胜;公园广场;水族馆"
14287,徐汇绿地滨江,13521296.046860889,3656247.3682429255,121.463869,31.180766,"徐汇绿地滨江是一个美丽的滨江公园，适合散步和休闲，享受江边风光。 Integration of POI data via the Amap API. Address: 东安路龙腾大道交界处 Coordinates: 31.180766, 121.463869 Category: 体育休闲服务;休闲场所;休闲场所"
